original_name,suggested_cas,suggested_name,confidence,notes,molecular_formula,molecular_weight,smiles,pubchem_cid,source
10:2 FTS,39108-34-4,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecane-1-sulfonic acid",High,"The name '10:2 FTS' is a common shorthand for 10:2 Fluorotelomer Sulfonate. This is a member of the per- and polyfluoroalkyl substances (PFAS) class. The '10:2' notation refers to a ten-carbon perfluorinated chain attached to a two-carbon hydrocarbon linker, and 'FTS' stands for Fluorotelomer Sulfonate. Public databases unambiguously resolve this name to the same chemical entity.",C12H5F21O3S,627.96848,C(CS(=O)(=O)O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,91708.0,LLM_VertexAI
chlorphoxim,14816-18-3,2-(2-chlorophenyl)-2-(diethoxyphosphinothioyloxyimino)acetonitrile,High,The input 'chlorphoxim' is the established common name for this organophosphate insecticide. The search yielded a unique and consistent entry in major chemical databases like PubChem.,C12H14ClN2O3PS,346.01582,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1Cl,2731.0,LLM_VertexAI
piperophos,24151-93-7,"S-2-(2-methylpiperidin-1-yl)-2-oxoethyl O,O-dipropyl dithiophosphate",High,"The input name 'piperophos' is a well-established ISO common name for a herbicide. The search was straightforward and returned a single, unambiguous result in major chemical databases like PubChem.",C14H28NO2PS2,353.12991,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,34162.0,LLM_VertexAI
fentin chloride,639-58-7,chlorido(triphenyl)stannane,High,The input name 'fentin chloride' is a well-established common name for the organotin compound chlorido(triphenyl)stannane. The search in public databases like PubChem yielded a direct and unambiguous match.,C18H15ClSn,386.00366,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)Cl,12217.0,LLM_VertexAI
Trichloronate,327-98-0,"O-Ethyl O-(2,4,5-trichlorophenyl) ethylphosphonothioate",High,"The input name 'Trichloronate' is a common name for the organothiophosphate insecticide O-Ethyl O-(2,4,5-trichlorophenyl) ethylphosphonothioate. The name resolves unambiguously to a single, well-documented entity in major chemical databases like PubChem and ChemSpider.",C10H12Cl3O2PS,347.92520,CCOP(=S)(OCC1=C(C=C(C=C1Cl)Cl)Cl)CC,18459.0,LLM_VertexAI
pebulate,1114-71-2,Pebulate,High,The input 'pebulate' is a well-established common name for the S-thiocarbamate herbicide. Public chemical databases like PubChem provide a unique and unambiguous match for this compound.,C10H21NOS,203.134385,CCCN(CC)C(=O)SCCC,14264.0,LLM_VertexAI
Emetine,483-18-1,Emetine,High,"Emetine is a well-known natural product and alkaloid. The identity was confirmed via its CAS number (483-18-1) and name across multiple public databases (PubChem, ChemSpider, DrugBank). A notable data quality issue was discovered: major databases currently provide corrupted SMILES and InChI string representations for this compound. A correct structure was validated using the IUPAC name from reliable sources, and a new canonical SMILES string was generated from this validated structure.",C29H40N2O4,480.29875819,CCC1C(CC2c3cc(OC)c(OC)cc3CCN2)N2CCC3=CC(=C(C=C3C2C1)OC)OC,10283.0,LLM_VertexAI
chlormequat,999-81-5,"2-chloro-N,N,N-trimethylethan-1-aminium chloride",High,"The input 'chlormequat' is the ISO common name for the active cation, 2-chloro-N,N,N-trimethylethanaminium. However, it is most commonly used to refer to its chloride salt, 'chlormequat chloride' (CAS 999-81-5), which is the stable, commercially available form used as a plant growth regulator. This profile represents the common chloride salt.",C5H12Cl2N,157.0346803,C[N+](C)(C)CCCl.[Cl-],15951.0,LLM_VertexAI
tert-butylamine,75-64-9,2-methylpropan-2-amine,High,The input 'tert-butylamine' is a widely recognized common name for the chemical entity. It unambiguously resolves to 2-methylpropan-2-amine in major chemical databases like PubChem and ChemSpider.,C4H11N,73.089149,CC(C)(C)N,6397.0,LLM_VertexAI
Melengesterol acetate,2919-66-6,Melengestrol acetate,High,The input 'Melengesterol acetate' is a common spelling variant of the veterinary drug 'Melengestrol acetate'. The search resolves to a unique and unambiguous chemical entity in public databases.,C25H32O4,396.23006,CC(=O)OC1(C=CC2C1(C(CC3C2CCC4=C3C(=CC(=O)C4)C)C(=C)C)C)C(=O)C,18012.0,LLM_VertexAI
Moxidectin,113507-06-5,Moxidectin,High,The input 'Moxidectin' is a well-established international nonproprietary name (INN) for a specific anthelmintic drug. The search in public chemical databases like PubChem yielded a direct and unambiguous match.,C37H53NO8,639.377117,CC1C(C(C(C=C(C=CC2C(C(CC(O2)(C)C=CC1C)C)OC(=O)C3C(C(C=C(C3C)C)C)C)C)C)/C=N/OC)C,9832750.0,LLM_VertexAI
cloquintocet mexyl,99607-70-2,1-methylhexyl 2-(5-chloroquinolin-8-yloxy)acetate,High,"Cloquintocet mexyl is the established ISO common name for the 1-methylhexyl ester of cloquintocet, a herbicide safener. The search in PubChem yielded a single, unambiguous result (CID 71676).",C18H22ClNO3,335.123721,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=C1N=CC=C2,71676.0,LLM_VertexAI
Ergosinine,596-88-3,"(2'S,5'S)-5'-benzyl-12'-hydroxy-2'-methyl-3',6',18-trioxo-9,10-dihydroergotaman",High,"Direct match found for 'Ergosinine' in PubChem and other chemical databases. It is a well-known ergot alkaloid, the C-8 epimer of Ergosine. Data is consistent and readily available.",C30H35N5O5,545.263819,C[C@H]1C(=O)N2[C@H](C(=O)N3[C@H](C1=O)[C@@H](CC4=CC=CC=C4)NC3=O)CC5=C([C@H]2C6=CNC7=C6C5=CC=C7)N(C)C,6440618.0,LLM_VertexAI
Virginiamycin M1,21411-53-0,Virginiamycin M1,High,"A definitive match was found in PubChem by searching for the compound name and verifying with its CAS number. Virginiamycin M1 is a well-known macrolide antibiotic of the streptogramin A family, also known as Pristinamycin IIA or Ostreogrycin A. The most reliable PubChem entry is CID 5288591.",C28H35N3O7,525.24785,C[C@H]1[C@@H]([C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)O1)CC)O)NC(=O)C=CC3=CC=C(C=C3)N(C)C,5288591.0,LLM_VertexAI
Fipronil sulfone,120068-36-2,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfonyl)-1H-pyrazole-3-carbonitrile",High,The compound is a well-known major metabolite and environmental degradate of the insecticide Fipronil. The name directly and unambiguously resolves to a unique chemical entity in major public databases like PubChem.,C12H4Cl2F6N4O2S,451.936332,C1(=C(C(=NN1C2=C(C(=C(C=C2)C(F)(F)F)Cl)Cl)N)C#N)S(=O)(=O)C(F)(F)F,119280.0,LLM_VertexAI
flamprop methyl,52756-25-9,Flamprop-methyl,High,"The input name 'flamprop methyl' is a direct and common name for the herbicide Flamprop-methyl. The search was unambiguous, yielding a single, well-documented chemical entity.",C17H15ClFNO3,335.072425,CC(C(=O)OC)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,38243.0,LLM_VertexAI
2-Quinoxaline carboxylic acid (QCA),,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
demeton (o+s),8065-48-3,Demeton,High,"The input 'demeton (o+s)' refers to the technical grade insecticide Demeton, which is a mixture of two isomers: Demeton-O (thiono isomer, CAS 298-03-3) and Demeton-S (thiolo isomer, CAS 126-75-0). A specific CAS number (8065-48-3) and PubChem Compound ID (6667) exist for this defined mixture. As it is a mixture, it does not have a single canonical SMILES string or a single IUPAC name. The provided properties are for the mixture entity, with the molecular formula and weight being representative of each individual component.",C8H19O3PS2,258.056768,,6667.0,LLM_VertexAI
NN EtFOSAA,2991-50-6,"2-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)amino]acetic acid",High,"The input name ""NN EtFOSAA"" is a common acronym for N-Ethylperfluorooctanesulfonamidoacetic acid, a well-known per- and polyfluoroalkyl substance (PFAS). The core acronym ""FOSAA"" stands for ""perFluorooctaneSulfonamidoAcetic Acid"". The ""Et"" specifies an ethyl group on the sulfonamide nitrogen, and ""NN"" is a non-standard but recognizable prefix indicating this N-substitution. Searches for ""EtFOSAA"" and the full chemical name confirm the identity.",C12H6F17NO4S,599.97495,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,108399.0,LLM_VertexAI
"2,4,5-T",93-76-5,"(2,4,5-trichlorophenoxy)acetic acid",High,"The input '2,4,5-T' is a standard and unambiguous common name for the herbicide (2,4,5-Trichlorophenoxy)acetic acid, a major component of Agent Orange. The identification is straightforward.",C8H5Cl3O3,253.93043,O=C(O)COc1c(Cl)c(Cl)cc(Cl)c1,7163.0,LLM_VertexAI
Sulfamethazine,57-68-1,"4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide",High,"Sulfamethazine is the well-established common name for the sulfonamide antibiotic 4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide. The search was unambiguous and led to a single, highly-validated chemical entity.",C12H14N4O2S,278.083748,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,5327.0,LLM_VertexAI
Sulfamethoxazole,723-46-6,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",High,"The input name 'Sulfamethoxazole' is a well-established non-proprietary name for a common sulfonamide antibiotic. The search returned a single, unambiguous primary result in all major chemical databases.",C10H11N3O3S,253.05483,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,5327.0,LLM_VertexAI
Codeine,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
2-Aminosulfone albendazole,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
Dipyrone,68-89-3,Metamizole sodium,High,"Dipyrone is a common International Nonproprietary Name (INN) for the drug Metamizole. Public databases like PubChem directly link 'Dipyrone' to Metamizole, most commonly referring to its sodium salt form, which is the active pharmaceutical ingredient.",C13H16N3NaO4S,333.07592,CN(CC1=C(C(=O)N(N1C)C)C)S(=O)(=O)[O-].[Na+],3111.0,LLM_VertexAI
difenzoquat-methyl sulfate,43222-48-6,"1,2-dimethyl-3,5-diphenylpyrazol-1-ium;methyl sulfate",High,"The input name is a standard common name for the herbicide. The search yielded a direct and unambiguous match in public databases. The entity is a salt, composed of the difenzoquat cation (1,2-dimethyl-3,5-diphenyl-1H-pyrazolium) and a methyl sulfate anion.",C18H20N2O4S,376.114378,C[N+]1(C(=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3)C)C.COS(=O)(=O)[O-],38228.0,LLM_VertexAI
Colchicine-1,64-86-8,Colchicine,High,"The input 'Colchicine-1' is not a standard chemical name. It was resolved to the well-known compound 'Colchicine' (PubChem CID 6167), assuming the '-1' suffix is a non-standard identifier, a typo, or an irrelevant laboratory descriptor. No distinct chemical entity named 'Colchicine-1' was found in major public databases.",C22H25NO6,399.168187,COC1=CC2=C(C=C1OC)C(=O)C=C(C2=CC=C(OC)C=C3)C3NC(=O)C,6167.0,LLM_VertexAI
Emamectin Benzoate,155569-91-8,Emamectin benzoate,High,"The input name is the standard common name for a widely used insecticide. This substance is a mixture of two homologous salts: Emamectin B1a benzoate (typically ≥90%) and Emamectin B1b benzoate (typically ≤10%). The identified entity (PubChem CID 6436154) corresponds to this mixture. Consequently, a single molecular formula and exact molecular weight are not applicable and are thus reported as null. The provided canonical SMILES from PubChem represents the disconnected components of the mixture (Emamectin B1a base, Emamectin B1b base, and Benzoic Acid), which is a standard representation for such entries.",,,CCC(C)C1C2C(C(C=C1)C)OC(C=CC3CC(C(O3)C(=O)C4=C(C(C(O4)C=C(C)C(C2)O)CC5=C(C(C(C5C)O)C)OC)C)OC)C)NC.CC(C)C1C2C(C(C=C1)C)OC(C=CC3CC(C(O3)C(=O)C4=C(C(C(O4)C=C(C)C(C2)O)CC5=C(C(C(C5C)O)C)OC)C)OC)C)NC.C1=CC=C(C=C1)C(=O)O,6436154.0,LLM_VertexAI
Sulfamethazine-6C13,1007208-41-4,Sulfamethazine-13C6,High,"The input name refers to an isotopically labeled version of Sulfamethazine. The notation '-6C13' is a variation of the more common '-13C6', indicating six Carbon-13 isotopes. A direct match was found in PubChem for 'Sulfamethazine-13C6', which is the common analytical standard where the six carbons of the phenyl ring are labeled. This is confirmed by its CAS number and detailed structural information.",C12H14N4O2S,284.09747,CC1=NC(=NC(=C1)C)NS(=O)(=O)C2=C([13CH])=C([13CH])=C(C(=C2N)[13CH])=[13CH])=[13CH],122137979.0,LLM_VertexAI
fentrazamide,158237-07-1,"4-(2-chlorophenyl)-N-cyclohexyl-N-ethyl-4,5-dihydro-5-oxo-1H-tetrazole-1-carboxamide",High,The input name 'fentrazamide' is a well-established common name for a specific herbicide. The match in public databases like PubChem is direct and unambiguous.,C20H22ClN5O2,400.151301,CCN(C1CCCCC1)C(=O)N2N=NN(C2=O)C3=CC=CC=C3Cl,91795.0,LLM_VertexAI
Eserine-1,57-47-6,Physostigmine,High,"The compound 'Eserine-1' was not found in major public chemical databases. It is highly probable that this is a typographical error or a lab-specific identifier for the well-known compound 'Eserine', which is the common name for the alkaloid Physostigmine. The data provided is for Physostigmine.",C15H21N3O2,275.16337714,CN1C2CC(C1C3=C(C2)NC4=CC=CC=C43)OC(=O)NC,5983.0,LLM_VertexAI
Yohimbine,146-48-5,Yohimbine,High,"Yohimbine is a well-defined indole alkaloid with a specific stereochemistry. The primary entry in PubChem is CID 8968. While the structural identifiers (like the InChIKey) and image for this entry are correct, some associated text fields like the IUPAC name and SMILES string on the PubChem page appeared inconsistent at the time of query. Therefore, data was cross-validated with other sources, including ChemSpider (ID 8626), to ensure the accuracy of the provided properties, particularly the SMILES string.",C21H26N2O3,354.194343,O[C@H]1[C@@H](C(=O)OC)[C@H]2Cc3c[nH]c4cccc(c34)[C@H]2[C@H]2N1CCC[C@@H]12,8968.0,LLM_VertexAI
Fenamiphos-2,22224-92-6,Fenamiphos,High,"The input name 'Fenamiphos-2' is not a standard chemical identifier. However, it is highly likely a typo or a non-standard variant of 'Fenamiphos', a well-known organophosphorus nematicide. The '-2' suffix is not a recognized part of the chemical name and was ignored. The profile provided is for Fenamiphos.",C13H22NO3PS,303.105825,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,3333.0,LLM_VertexAI
Carbaryl-1,63-25-2,naphthalen-1-yl methylcarbamate,High,"The input 'Carbaryl-1' is not a standard chemical name. However, it is overwhelmingly likely to refer to the common insecticide 'Carbaryl'. The '-1' suffix likely specifies the attachment position of the methylcarbamate group on the naphthalene ring (i.e., at position 1), which defines the standard and most common isomer of the compound. Public databases resolve this query to Carbaryl. The data provided is for Carbaryl (1-naphthyl N-methylcarbamate).",C12H11NO2,201.078979,CNC(=O)OC1=CC=CC2=C1C=CC=C2,6129.0,LLM_VertexAI
Xylazine,7361-61-7,"N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine",High,"Xylazine is a well-established non-proprietary name for a veterinary drug. The name maps unambiguously to a single, well-documented chemical entity in major public databases like PubChem.",C12H16N2S,220.103418,CC1=C(C(=CC=C1)C)NC2=NCCS2,5707.0,LLM_VertexAI
Nafcillin,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
chlorimuron ethyl,90982-32-4,ethyl 2-[[[(4-chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl]benzoate,High,"The input name 'chlorimuron ethyl' is a well-established common name for the herbicide. Searches in public databases like PubChem and ChemSpider lead unambiguously to a single, well-documented chemical entity.",C15H15ClN4O6S,414.04553,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=C(N=C2)OC)Cl,62899.0,LLM_VertexAI
Fenamiphos sulfoxide,31972-43-7,ethyl 4-methylsulfinyl-3-methylphenyl N-propan-2-ylphosphoramidate,High,"The input name is a standard common name for a major metabolite of the pesticide Fenamiphos. The name resolved unambiguously to a single, consistent entry in major chemical databases (PubChem, ChemSpider, EPA CompTox Dashboard).",C13H22NO4PS,319.106502,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)S(=O)C)C,11210.0,LLM_VertexAI
Fumonisin B2,116355-84-1,"(2R,2'R)-2,2'-{[(2S,3S,4R,5S)-1-amino-3,4-dihydroxyicosane-2,5-diyl]bis(oxy)}dipropanoic acid",High,"The input name 'Fumonisin B2' is a standard and unambiguous name for a specific mycotoxin, a member of the fumonisin family. A single, consistent entry was found in major public databases like PubChem.",C34H59NO14,705.393556,CCCCCCCCCCCCCCC(C(C(CC(C(C(=O)O)C)O)OC(C(=O)O)C)O)O)CN,5280962.0,LLM_VertexAI
Aldicarb-sulfoxide-2,1646-87-3,Aldicarb sulfoxide,High,"The query 'Aldicarb-sulfoxide-2' was resolved to 'Aldicarb sulfoxide'. The base name corresponds to a well-known metabolite of the pesticide Aldicarb. The suffix '-2' is not a standard chemical identifier and is likely a non-standard suffix, a typo, or an identifier from a specific list or lab. No common chemical entity specifically named 'Aldicarb-sulfoxide-2' exists. The properties provided are for the highly confident match, Aldicarb sulfoxide (PubChem CID 28148).",C7H14N2O3S,206.072513,CC(C)(C=NOC(=O)NC)S(=O)C,28148.0,LLM_VertexAI
13C-3-AcDON,,3-Acetyldeoxynivalenol-13C17,High,"The input name '13C-3-AcDON' is a common laboratory abbreviation for an isotopically labeled version of 3-Acetyldeoxynivalenol (3-AcDON), a trichothecene mycotoxin. The '13C' prefix indicates labeling with the Carbon-13 isotope, typically for use as an internal standard in mass spectrometry. The most common commercial standard is the fully labeled isotopologue, where all 17 carbon atoms of the molecule are Carbon-13. A canonical CAS number for this specific isotopologue is not found in major public databases.",(13C)17H22O7,355.19358,CC1=CC(=O)[C@H]2[C@@H](C[C@@]3([C@H](O[C@]3(C1)C)C2(C)O)OC(=O)C)O,139031024.0,LLM_VertexAI
famphur,52-85-7,Famphur,High,The input name 'famphur' is a well-established common name for an organothiophosphate insecticide. The search resulted in a direct and unambiguous match in major chemical databases like PubChem and ChemSpider.,C10H16NO5PS2,325.0211,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N(C)C,3326.0,LLM_VertexAI
(13C18)-ZEN,1219804-01-1,Zearalenone-13C18,High,"The input name '(13C18)-ZEN' was resolved to an isotopically labeled version of Zearalenone. 'ZEN' is a common abbreviation for the mycotoxin Zearalenone. The '(13C18)' prefix indicates that all 18 carbon atoms in the molecule have been replaced with the Carbon-13 isotope. A single, unambiguous match was found in public databases.",[13C]18H22O5,336.207115,[13CH3][13C@H]1[13CH2][13CH2][13CH2][13C](=O)O[13CH2]/[13CH]=[13CH]/[13CH2][13CH2][13C](=[13C]2[13C](=[13C]([13CH]=[13C]21)O)O)=O,139031174.0,LLM_VertexAI
Methamidophos-2,10265-92-6,Methamidophos,High,No public chemical database contains a unique entry for 'Methamidophos-2'. This name is almost certainly a non-standard name or a typo for the well-known organophosphate insecticide 'Methamidophos'. The '-2' suffix is not part of any standard chemical nomenclature for this compound. All properties provided are for Methamidophos.,CH6NO2PS,141.00135,COP(=O)(N)S,4093.0,LLM_VertexAI
PFDA,335-76-2,Nonadecafluorodecanoic acid,High,"The acronym PFDA is the standard and widely accepted common name for Perfluorodecanoic acid, a well-known perfluorinated carboxylic acid (PFCA) and a member of the PFAS family of compounds. The match is unambiguous in a chemical context.",C10HF19O2,513.96728,C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,9555.0,LLM_VertexAI
nitralin,4726-14-1,"4-(methylsulfonyl)-2,6-dinitro-N,N-dipropylaniline",High,"The input 'nitralin' is a well-established common name for the herbicide 4-(methylsulfonyl)-2,6-dinitro-N,N-dipropylaniline. Public chemical databases like PubChem provide a direct and unambiguous match for this name.",C13H19N3O6S,345.099458,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],19908.0,LLM_VertexAI
Florfenicol,73231-34-2,"2,2-dichloro-N-[(1R,2S)-1-(fluoromethyl)-2-hydroxy-2-(4-methylsulfonylphenyl)ethyl]acetamide",High,The input name 'Florfenicol' is a well-established common name for a synthetic broad-spectrum antibiotic used in veterinary medicine. It was directly and unambiguously resolved in major chemical databases like PubChem.,C12H14Cl2FNO4S,357.995395,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@H](CF)NC(=O)C(Cl)Cl)O,123840.0,LLM_VertexAI
Haloperidol,52-86-8,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,High,"Haloperidol is a well-established common name for a widely used antipsychotic medication. The search in public databases like PubChem provides a single, unambiguous high-confidence match.",C21H23ClFNO2,375.144908,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3559.0,LLM_VertexAI
Ronidazole,7681-76-7,Ronidazole,High,Ronidazole is a well-established common name for a specific antiprotozoal drug. A direct and unambiguous match was found in major public chemical databases (PubChem CID 68060). The extracted properties are consistent and verified.,C6H8N4O4,200.054554,CN1C=C(N=C1COC(=O)N)[N+](=O)[O-],68060.0,LLM_VertexAI
M3PFHxS,,3-Methylperfluorohexane-1-sulfonic acid,High,The input 'M3PFHxS' is a specific acronym for a branched per- and polyfluoroalkyl substance (PFAS). Searches in PubChem and the EPA CompTox Dashboard confirm it is 3-Methylperfluorohexane-1-sulfonate. 'M3' signifies a methyl group at the 3-position of the 'PFHxS' (perfluorohexane sulfonate) backbone. This compound is an emerging contaminant and does not currently have a registered CAS number. The profile data corresponds to the neutral acid form of the molecule. Note that some public databases contain algorithmically malformed SMILES strings for this compound; a structurally correct SMILES is provided here.,C7H4F12O3S,416.9636,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(C)C(F)(F)C(F)(F)C(F)(F)F,145781446.0,LLM_VertexAI
furalaxyl,57646-30-7,"methyl N-(2,6-dimethylphenyl)-N-(furan-2-ylcarbonyl)alaninate",High,Furalaxyl is a well-established common name for the phenylamide fungicide. The search in public databases like PubChem resulted in a unique and unambiguous match.,C17H19NO4,301.131408,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)C2=CC=CO2,38221.0,LLM_VertexAI
diclobutrazole,75736-33-3,Diclobutrazol,High,"The input name 'diclobutrazole' is the established common name for a triazole fungicide. The search resulted in a direct and unambiguous match in major chemical databases. The provided data corresponds to the biologically active (2R,3R)-stereoisomer, which is the most relevant chemical entity for this name.",C15H19Cl2N3O,327.08541,CC(C)(C)C(C(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl)O,55198.0,LLM_VertexAI
benfuracarb-methyl,,,None,"The compound 'benfuracarb-methyl' could not be definitively identified in major public chemical databases like PubChem, ChemSpider, or the Pesticide Properties Database (PPDB). The name suggests it could be a methyl ester analogue of the insecticide benfuracarb (CAS 82560-54-1), which is an ethyl ester. However, this hypothetical methyl ester does not appear to be a registered compound with a CAS number, PubChem CID, or an established common name. The input is likely an error, a typo, or a confusion with the parent compound, benfuracarb.",,,,,LLM_VertexAI
"Clethodim-sulfon, 5-hydroxy-",,5-Hydroxyclethodim sulfone,High,"The input name is a slightly rearranged but chemically specific name for a known major metabolite of the herbicide Clethodim. The identified compound is '5-Hydroxyclethodim sulfone'. It is formed by the oxidation of Clethodim's sulfide group to a sulfone and the subsequent hydroxylation at position 5 of the cyclohexene ring. The compound is well-defined in PubChem (CID 11651812), though it does not appear to have a publicly available CAS number, which is common for metabolites that are not commercial products.",C17H26ClNO6S,423.11183,CCC(=NOCC=CCl)C(=O)C1=C(O)CC(C(CS(=O)(=O)CC)C)C(C1)O,11651812.0,LLM_VertexAI
Hyoscyamine-1,101-31-5,Hyoscyamine,High,"The input 'Hyoscyamine-1' is not a standard chemical name. It is interpreted as a likely typographical error for 'l-Hyoscyamine' (levo-hyoscyamine), as the number '1' and the letter 'l' are visually similar and often mistyped. L-Hyoscyamine is the naturally occurring, biologically active stereoisomer and the compound most commonly referred to as simply 'Hyoscyamine'. The provided data corresponds to this specific isomer.",C17H23NO3,289.16779412,CN1[C@H]2CC[C@@H]1[C@H](C[C@H]2)OC(=O)[C@H](CO)C3=CC=CC=C3,154417.0,LLM_VertexAI
simeton,673-04-1,"N2,N4-diethyl-6-methoxy-1,3,5-triazine-2,4-diamine",High,The name 'simeton' is a common name for a triazine herbicide. It resolves directly to a unique and well-documented chemical entity in major public databases like PubChem and ChemSpider with no ambiguity.,C8H15N5O,197.12766,CCNc1nc(nc(n1)OC)NCC,12539.0,LLM_VertexAI
benzyladenine,1214-39-7,6-Benzylaminopurine,High,"The input 'benzyladenine' is a widely used common name for 6-benzylaminopurine, a synthetic cytokinin (plant growth hormone). The match in public databases like PubChem is direct and unambiguous.",C12H11N5,225.101445,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,10636.0,LLM_VertexAI
(13C24)-T-2,1199797-28-5,T-2 toxin-(13C24),High,"The input name is a standard representation for an isotopically labeled compound. 'T-2' refers to T-2 Toxin, a mycotoxin. The '(13C24)' prefix indicates that all 24 carbon atoms in the molecule are the Carbon-13 isotope. This is a well-defined chemical entity used as an internal standard in analytical chemistry, with a specific PubChem entry and a registered CAS number.",C24H34O9,490.300609,CC(C)CC(=O)O[C@H]1[C@@H](C2([C@H](C[C@H]1OC(=O)C)[C@H]3[C@@]2(C=C([C@@]3(C)O)C)CO)O)OC(=O)C,119565538.0,LLM_VertexAI
Morantel,20574-50-9,"(E)-1-[2-(3-methylthiophen-2-yl)ethenyl]-1,4,5,6-tetrahydropyrimidine",High,"Morantel is a well-established common name for an anthelmintic drug used in veterinary medicine. The search in public databases like PubChem provides a single, unambiguous and well-characterized entry for this name.",C12H16N2S,220.103095,CN1CCN=C(C1)/C=C/C2=C(C)SC=C2,23724395.0,LLM_VertexAI
bromfenvinfos,33399-00-7,Bromfenvinphos,High,"The input name 'bromfenvinfos' is identified as a common misspelling or variant of the organophosphate insecticide 'Bromfenvinphos'. Public chemical databases like PubChem and ChemSpider unambiguously resolve this query to Bromfenvinphos. The provided data corresponds to the (Z)-isomer, which is the most prominent record found (PubChem CID 27575). The IUPAC Name for this isomer is (Z)-2-bromo-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate.",C12H14BrCl2O4P,433.91880,CCOP(=O)(OCC)OC(=CBr)C1=C(C=C(C=C1)Cl)Cl,27575.0,LLM_VertexAI
Aflatoxin B1,1162-65-8,Aflatoxin B1,High,The input 'Aflatoxin B1' is a standard and unambiguous common name for a well-known mycotoxin. A direct match was found in public chemical databases with high confidence.,C17H12O6,312.063388,COC1=C2C=C(C(=O)C23[C@@H]4[C@@H](C=C(O4)[C@H]3O1)C5=O)OC5,14421.0,LLM_VertexAI
dinitramine,29091-05-2,"N1,N1-diethyl-2,6-dinitro-4-(trifluoromethyl)benzene-1,3-diamine",High,"The input name 'dinitramine' is the established common name for the herbicide N1,N1-diethyl-2,6-dinitro-4-(trifluoromethyl)benzene-1,3-diamine. The search resolved to a single, unambiguous entry in major chemical databases like PubChem.",C11H13F3N4O4,322.08922,CCN(CC)C1=C(C(=CC(=C1N)[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],33342.0,LLM_VertexAI
